incident_id,site,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-03046,SITE-004,2026-07-03,Spill,Medium,67.3,Adult career such realize interesting affect security upon speak reason.,Valve Failure,20.5,Open
INC-02567,SITE-006,2025-11-04,Leak,Medium,73.4,Realize behind ready what account black push traditional end Democrat.,Operator Error,13.3,Closed
INC-00238,SITE-002,2026-04-13,Fire,High,58.0,Year detail top area use people reflect world group close just anything.,Third-party Damage,13.1,Under Investigation
INC-03316,SITE-005,03/17/2025,Leak,Medium ,82.0,Staff possible point boy piece assume happen.,Material Fatigue,0.6,Under Investigation
INC-04239,SITE-001,2025-10-10,Leak,Low,94.5,Save administration recognize by deep wonder.,Third-party Damage,4.7,Open
INC-04628,SITE-004,2024-11-15,Spill,Medium,89.9,All movement increase son consumer within far staff dark environment writer.,Operator Error,13.3,Open
INC-03801,SITE-004,2025-05-08,Fire,Low,89.3,Door whatever reality before week later bank always glass would.,Valve Failure,6.1,Under Investigation
INC-01592,SITE-002,10/17/2024,Equipment Failure,Medium,65.1,Trouble seat despite identify Republican shoulder low remain draw store us nice.,,12.1,Under Investigation
INC-00272,SITE-006,2026-03-08,Leak,,47.0,More list form term according week maintain fill purpose.,Corrosion,12.2,Under Investigation
INC-01574,SITE-006,2024-10-05,Leak,Low,87.0,Recently now example account plan key author officer through opportunity sense of represent trade even itself.,Corrosion,10.5,Open
INC-03254,SITE-005,2024-11-02,Near Miss,low ,93.1,Free culture brother stand course billion.,Valve Failure,3.4,Open
INC-00762,SITE-006,2026-05-31,Equipment Failure,Medium,77.2,Leader team likely allow treat.,Sensor Malfunction,10.6,Open
INC-02174,SITE-003,2024-09-27,Near Miss,Critical,47.0,Easy compare involve various believe head how technology rock appear.,Sensor Malfunction,3.2,Under Investigation
INC-04219,SITE-001,09/04/2026,Fire,Low,92.3,Pressure suddenly effort keep second fast join second establish picture head money.,Valve Failure,1.5,Closed
INC-03508,SITE-001,2023-11-29,Fire,Medium,84.2,Surface citizen fire left produce without.,Third-party Damage,5.7,Open
INC-05951,SITE-004,2024-11-02,Spill,Medium,83.0,Learn full meeting time opportunity dinner before term.,Operator Error,6.7,Open
INC-01346,SITE-005,2026-05-29,Spill,Low,97.1,When behind wide summer especially easy you along sense six door.,Valve Failure,1.8,Open
INC-05834,SITE-003,2026-05-19,Spill,High,48.0,Keep eat before say.,Valve Failure,26.4,Under Investigation
INC-05986,SITE-004,2024-02-21,Near Miss,Low,82.7,Gas before issue quality major president drug everything.,Operator Error,9.5,Closed
INC-01327,SITE-002,14/09/2023,Fire,High,72.8,Military trouble although whatever radio themselves wrong.,,4.8,Under Investigation
INC-03735,SITE-004,2024-05-20,Near Miss,High,68.7,Seem their cultural blood wide so.,Sensor Malfunction,8.4,Closed
INC-03600,SITE-005,2025-02-04,Leak,Medium,73.8,Manage wrong small assume wonder public.,Operator Error,5.3,Under Investigation
INC-03291,SITE-003,2025-01-14T00:00:00Z,Near Miss,Low,97.0,The usually issue sport entire send challenge operation pull south reason much.,Valve Failure,1.3,Closed
INC-02655,SITE-006,2025-03-03,LEAK,Low,86.5,Operation understand avoid walk chair market read economic.,Third-party Damage,17.9,Closed
INC-00080,SITE-006,2025-08-26,Equipment Failure,Medium,76.7,Difficult impact various call able establish identify yet.,Operator Error,1.0,Open
INC-03032,SITE-003,2025-05-23,Spill,Medium,54.0,After skin the guy return also week.,Sensor Malfunction,6.0,Closed
INC-05565,SITE-002,2024-02-21,Spill,Low,92.4,State watch figure stay growth role remember meeting.,Material Fatigue,18.5,Under Investigation
INC-02436,SITE-005,2025-01-13,Equipment Failure,Low,85.5,Impact go respond provide would space husband thank decade just director.,Operator Error,5.7,Closed
INC-05150,SITE-003,2023-10-15,Equipment Failure,Med,71.5,Realize travel strong involve article.,,0.4,Closed
INC-00572,SITE-003,2025-03-06,Spill,crit,-12.3,Measure pay point cold information development since.,Corrosion,5.1,Open
INC-00438,SITE-002,2025-01-13,,High,61.7,Card person because partner Mrs name.,Corrosion,6.2,Under Investigation
INC-02069,SITE-006,2024-06-30,Spill,High,73.3,Look collection individual artist teach Mr none best director most include site garden among.,Material Fatigue,20.3,Under Investigation
INC-01497,SITE-005,2025-02-03,Near Miss,Medium,71.1,Manage baby third leader entire study half administration.,Corrosion,3.8,Under Investigation
INC-03920,SITE-006,2026-04-17,Leak,Medium,84.6,Source decade happy any rather on poor certainly choose interest husband shake together write stand ten choose former produce.,,2.0,Open
INC-04944,SITE-006,11/26/2023,Near Miss,HIGH,60.9,Direction start special make compare light something drug available.,Material Fatigue,4.1,Under Investigation
INC-04779,SITE-003,2025-05-30,Leak,Critical,31.9,Friend hot collection song point also bring.,Valve Failure,3.1,Under Investigation
INC-01978,SITE-001,03/06/2024,Near Miss,High,68.8,Light investment ability born right war hundred difficult kind line talk save full believe business.,,6.2,Closed
INC-05412,SITE-005,02-Sep-2024,Equipment Failure,Critical,53.5,City he trade successful rate cause particular fish.,Third-party Damage,4.8,Under Investigation
INC-04577,SITE-003,2023-07-23,Spill,Medium,75.4,Everything like while early such edge force happen series wonder particular pass.,Operator Error,4.6,Under Investigation
INC-05207,SITE-002,2023-11-26,Near Miss,Medium,76.0,Lawyer box by executive spend clear no environmental tough perform state middle.,Operator Error,11.3,Under Investigation
INC-01535,SITE-001,2024-05-28,Near Miss,Medium,71.2,Nor list let walk always door indeed want future agreement attention least late hope scientist paper direction four class.,Valve Failure,7.9,Closed
INC-02058,SITE-004,26-Oct-2024,Spill,Medium,74.7,Age good although agreement college court century simple local ready father improve enough ability.,Third-party Damage,4.6,Open
INC-01941,SITE-006,2026-06-18,Spill,Critical,39.7,Foot mission writer position success citizen seat ten different like win beat middle.,Material Fatigue,3.9,Open
INC-04792,SITE-005,2025-11-21,Equipment Failure,LOW,87.5,Number each business wall capital dinner involve which language agent save avoid authority range green test.,Corrosion,1.1,Open
INC-00337,SITE-001,28-Mar-2025,Fire,Medium,84.5,So property word provide manager second detail reveal stop skin win same a eat television.,,7.5,Open
INC-04850,SITE-002,2025-04-24,Leak,Low,97.4,Show central success truth media case gun necessary.,Third-party Damage,2.7,Open
INC-02937,SITE-004,2024-09-02,Near Miss,Low,92.1,Speech radio determine hard test most plan mention.,,15.4,Closed
INC-04433,SITE-005,2026-02-19,Equipment Failure,High,61.0,Own shoulder maintain security maintain student writer moment.,Material Fatigue,3.8,Closed
INC-02716,SITE-001,2024-03-04,fire,High,45.7,Long ok physical data collection east hand both never some specific ahead he road young model business begin.,Valve Failure,2.9,Closed
INC-04680,SITE-004,2025-08-22,Spill,Medium,77.0,Conference consider somebody suffer when likely bar.,Corrosion,2.3,Open
INC-00701,SITE-003,23/08/2023,Leak,High,73.6,Beat our myself girl.,Material Fatigue,6.8,Closed
INC-00371,SITE-004,2026-07-05,Near Miss,High,55.2,Mrs determine seek state raise apply responsibility bank maybe check about.,,3.4,Open
INC-01944,SITE-004,2024-01-03,Equip. Failure,High,62.3,Operation memory light source spring woman I room talk option.,,2.1,Closed
INC-02144,SITE-001,2024-12-16,Spill,low,90.0,Soon since out success mother.,,1.2,Closed
INC-01386,SITE-001,2025-04-30,Leak,,82.0,South real industry necessary reason identify amount right.,Third-party Damage,5.3,Open
INC-01006,SITE-004,2024-06-15,Fire,Medium,70.3,Remain camera white modern occur suddenly relate product product board include price mission.,Valve Failure,7.6,Open
INC-00579,SITE-004,2026-08-11,Spill,Medium,72.2,Individual far anything art partner base suffer call everything board forward environment wait daughter consumer student owner former.,Operator Error,10.3,Under Investigation
INC-00064,SITE-006,2026-01-02,Fire,High,59.6,Official nature miss north protect have test.,Corrosion,12.8,Under Investigation
INC-05426,SITE-005,2025-10-31,Spill,Low,85.5,Now fund see citizen operation require score whole parent brother through tend pretty remain structure way customer include our.,Valve Failure,12.7,Open
INC-01770,SITE-002,2026-06-25,Leak,Low,78.9,Place crime half open scientist change impact country.,Third-party Damage,6.9,Closed
INC-05299,SITE-004,2024-01-05,Leak,Medium,77.2,True heart budget here like approach identify dark really religious positive information.,Material Fatigue,7.1,Open
INC-03035,SITE-001,2026-01-29,Spill,Medium,115.7,Military hospital who consider world whose interesting.,Material Fatigue,4.1,Open
INC-02111,SITE-001,2024-05-21,Leak,High,50.4,Do system piece reveal country difference trip charge.,Sensor Malfunction,5.8,Closed
INC-04786,SITE-003,2025-08-19,Near Miss,High,49.2,Catch main hour right true company.,Material Fatigue,6.3,Under Investigation
INC-04364,SITE-004,2026-04-13,Equipment Failure,High,53.6,Eye ball often without least fly like skill popular action three between animal paper institution sometimes.,Sensor Malfunction,6.6,Closed
INC-01189,SITE-004,2025-11-27,Fire,Lo,88.2,Blue may reason support reason series choose station hair.,Valve Failure,18.7,Closed
INC-04041,SITE-002,2024-03-19,Near Miss,Critical,35.5,Audience officer draw win including smile act.,Third-party Damage,3.6,Closed
INC-04600,SITE-006,2025-01-04,Fire,Med,71.6,American myself take agreement director stock simply bar environment land ability.,,5.2,Open
INC-02769,SITE-006,2025-01-06,Fire,Critical,43.6,Gun tend yourself always serious.,Material Fatigue,15.5,Under Investigation
INC-00041,SITE-002,2024-11-09,Near  Miss,Medium,76.2,Down drug indicate affect dark claim.,,1.9,Under Investigation
INC-01873,SITE-003,2025-03-25,Equipment Failure,Low,97.0,Difference low for grow language budget peace our.,Corrosion,21.6,Under Investigation
INC-05728,SITE-006,2024-01-04,Equip. Failure,High,55.7,Law brother break ok cut organization business firm speech.,,7.4,Under Investigation
INC-01774,SITE-005,2026-10-18,near miss,High,67.1,President boy yard center fine hundred media message pass claim notice too million size style.,Valve Failure,3.1,Open
INC-03563,SITE-001,2023-11-03,Near Miss,Low,79.4,Store either already yard meet until sign use give put front stay hold TV.,Third-party Damage,3.8,Under Investigation
INC-00102,SITE-004,2025-01-03,Equipment Failure,Low,97.6,Partner staff reach often culture hard behavior task case rich professional take reality short middle kitchen exactly.,Corrosion,5.6,Closed
INC-02662,SITE-002,2026-04-18,Equipment Failure,Hi,76.9,Seven detail develop door foreign daughter apply instead different pull modern.,Corrosion,1.3,Closed
INC-04193,SITE-002,2024-01-14,Near Miss,Low,83.7,Owner run past prepare describe political.,,7.2,Under Investigation
INC-03090,SITE-002,2024-01-14,near miss,High,54.8,Quickly car head without instead push company fact spring budget wonder arm.,Material Fatigue,8.4,Under Investigation
INC-05014,SITE-002,2025-10-11,Fire,,46.1,Improve yeah go order control up perform budget at service drug call describe accept seem general fine.,Corrosion,3.3,Under Investigation
INC-00733,SITE-003,2026-07-09,Leak,Medium,77.3,Off analysis turn current green responsibility son American serve office pattern.,Operator Error,3.7,Under Investigation
INC-04081,SITE-001,2024-01-03,Spill,Medium,77.1,I other believe dog father form dinner.,Third-party Damage,14.1,Closed
INC-05516,SITE-004,2026-04-22,Equipment Failure,HIGH,77.8,Adult among determine last both attention nature sing professional.,Sensor Malfunction,3.7,Closed
INC-02578,SITE-003,2025-05-12,Fire,Critical,36.4,Ever thing none art training for resource TV certainly.,Sensor Malfunction,5.8,Open
INC-00833,SITE-003,2025-09-13,Oil Leak,High,70.3,State current heavy analysis not particular medical material turn lawyer fall later throw heavy police somebody month tax whole believe.,Operator Error,6.0,Under Investigation
INC-02298,SITE-005,2024-11-22,Leak,Medium,82.2,Movement these magazine various of happy charge notice grow.,Sensor Malfunction,3.9,Under Investigation
INC-02410,SITE-003,2024-02-18,Spill,Critical,48.9,Experience natural difficult past.,Sensor Malfunction,13.1,Under Investigation
INC-01989,SITE-001,2023-08-27,Near Miss,Medium,63.7,Save long responsibility care service accept training.,Valve Failure,7.8,Open
INC-02767,SITE-001,2023-08-01,Fire, medium,76.7,Summer few sister toward home science rock open health.,Material Fatigue,17.6,Under Investigation
INC-05352,SITE-005,2024-01-18,Fire,High,55.8,Side teach environmental woman city.,Valve Failure,8.0,Closed
INC-05401,SITE-006,2024-03-09,Spill,High,55.6,Look center well size difficult every age recent.,Material Fatigue,25.1,Open
INC-00372,SITE-004,04/09/2023,Near Miss,CRITICAL,36.4,Allow memory television term generation within study former clearly.,Sensor Malfunction,8.5,Open
INC-04202,SITE-005,2025-06-24T00:00:00Z,Fire,Medium,79.5,Science reduce teach plan child kitchen fire.,Valve Failure,5.3,Under Investigation
INC-02238,SITE-003,19-Aug-2023,Fire,Critical,47.9,Guy car call floor meet at.,Third-party Damage,2.8,Closed
INC-05582,SITE-001,2025-10-28,Near Miss,Low,85.5,Long billion sister truth attorney beat cover generation former ten light many hundred state agency should agent among three.,,5.7,Under Investigation
INC-03969,SITE-005,11/09/2024,Near Miss,Critical,33.2,Summer pattern half agree leave picture part feeling them change resource here.,Corrosion,1.0,Open
INC-02477,SITE-005,2024-03-29,Near Miss,High,62.9,Song able exactly different under.,Corrosion,2.0,Closed
INC-05717,SITE-003,2026-05-07,Equipment Failure,Medium,68.7,And lawyer partner anything difference different citizen care.,Material Fatigue,5.8,Open
INC-01602,SITE-002,2023-12-13,Near Miss,Medium,78.8,Entire form everyone suggest oil building.,Corrosion,2.8,Closed
INC-04856,SITE-004,2025-04-28,Near Miss,Medium,78.9,Heart easy project turn kid herself bar.,Material Fatigue,9.6,Closed
INC-03540,SITE-003,14/02/2024,Leak,Medium,68.1,No fear energy administration ago answer interesting fund number church suddenly.,Valve Failure,5.9,Under Investigation
