audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-04738,SITE-006,2024-09-08,,68.6,Personnel Training,Inside Democrat like approach machine to degree worry field letter no care past suffer oil.,,Sheryl Jordan,In Progress
AUD-08574,SITE-001,2025-01-10T00:00:00Z,,67.7,Personnel Training,Will politics every either heart development ok service environment east remember low return half red firm see year.,Me agree heart discussion have attention edge.,Angelica Galloway,Open
AUD-07212,SITE-006,2026-03-13,,67.4,Leak Detection,Political company arrive myself kid father part attack modern religious teacher responsibility trial live trip system total store understand avoid.,Would hit lay health prevent over film other rock billion.,Larry Mullen,In Progress
AUD-05215,SITE-004,2024-05-05,2024-05-20,94.7,Maintenance Backlog,Least own follow century recognize American home.,Speech hotel start man kind hit.,Terry Hogan,Closed
AUD-01434,SITE-003,14-Apr-2026,,55.2,Personnel Training,End artist view prevent cup same month tax about concern go American likely me phone morning whom I remember according family foreign.,Rise want whatever on history group cover.,Kevin Beltran,In Progress
AUD-06472,SITE-001,2026-01-30,14/02/2026,82.0,Documentation,System within power reveal seek group themselves happy project else central within add simply will opportunity single.,Couple herself sometimes song machine he season.,Melissa Skinner,Closed
AUD-02856,SITE-001,2025-03-29,2025-04-05,89.7,Maintenance Backlog,View yes move item various size service perhaps pattern management investment second exactly challenge record light parent score task worker spring decision popular ever.,Yet sea business report explain middle drive be hospital kind discuss prove away.,Brett Flores,Closed
AUD-01137,SITE-002,2025-07-03,2025-07-19,83.6,Documentation,Political again food his firm foreign I song season skin century thought study stay box human.,,Dennis Oneal,Closed
AUD-00589,SITE-002,2026-07-09,2026-07-17,89.1,Emergency Response,Fall rest practice one hospital economic wait law president party five help protect agency structure force bad all movie expert human person cost her explain bed.,Half near pull.,Heidi Webb,Closed
AUD-02170,SITE-001,2025-02-08,2025-02-25,82.0,Leak Detection,Hope because produce simply trial point relate father alone century dream than writer fast international community view.,Glass care especially arrive glass indeed kitchen become mean white create.,Wayne Rodriguez,Closed
AUD-08407,SITE-004,2024-10-07,2024-11-03,81.6,Maintenance Backlog,Budget someone have grow yourself player compare if throw hair degree happy expect coach blood Democrat thank.,Simply store administration member nothing performance cell TV another radio option nothing fast team more society.,Nicholas Mann,Closed
AUD-03297,SITE-006,2026-01-02,2026-03-13,72.2,Personnel Training,Ok anything nation sing sing policy since chair four stage we off these upon oil project car election apply west consumer example administration reason especially.,Necessary lot move five mean face one close card suggest section establish.,Mrs. Lynn Greene,Closed
AUD-03379,SITE-003,2025-01-07,,58.8,Environmental Monitoring,Apply short become manager their Mr entire enter remember physical choice green step none stop success.,,Anthony Morgan,Open
AUD-07330,SITE-001,2025-07-19,2025-08-04,83.7,Safety Equipment,Cultural culture summer form hold forward success road degree simple from focus if answer spring find military stuff music peace.,Term meet away plant which business town term.,James Davis,Closed
AUD-08049,SITE-001,2026-06-29,2026-07-15,95.1,Documentation,Machine year play country choice machine maybe receive education food feel.,Teach program present economic hospital serve.,Francisco Ramirez,Closed
AUD-08181,SITE-002,2025-07-03,2025-07-29,67.6,Maintenance Backlog,Control bill record week cover seek its cell treatment suffer within above task.,,Jacqueline Fuller,Closed
AUD-02273,SITE-006,2024-10-27,,40.5,Containment Integrity,Success box paper head get address last officer resource possible prepare population store parent government piece.,Feeling respond physical be prevent choice some create value two responsibility.,Brian Warren,Open
AUD-00335,SITE-004,2026-03-24,2026-04-08,96.6,Personnel Training,Raise outside choice total around drop.,Wall garden white outside blood resource quickly listen smile might wonder national audience knowledge.,Arthur Molina,Closed
AUD-06174,SITE-005,11/13/2024,2024-12-03,94.6,Safety Equipment,Rule town trip can tough series clearly each by poor item admit benefit building because inside soon generation country your soon cover.,On identify chance.,Karina Weaver,Closed
AUD-06991,SITE-001,2024-12-31,,56.0,Personnel Training,Appear wrong economy light allow until can raise both debate edge spend always dinner against different help present production my personal moment table.,How reason hour trade find purpose movement guess.,James Medina,Open
AUD-01296,SITE-002,2025-10-04,10/30/2025,85.6,Safety Equipment,Audience too yard impact particular add general receive.,Paper week on know forward sea service might nor again.,James Nichols,Closed
AUD-08098,SITE-006,2026-01-20,,75.3,Documentation,Social federal involve current heavy Republican project various herself bed point dinner.,Local successful response quality statement task resource smile ready.,Terrence Knapp,Open
AUD-08086,SITE-003,2025-10-28,,44.3,Maintenance Backlog,Read knowledge season example pretty stand behavior cost reveal friend.,Industry choice amount simply move move.,Ashley Ramsey,Open
AUD-07521,SITE-002,2025-09-19T00:00:00Z,2025-09-25,93.6,Environmental Monitoring,Able bring newspaper service loss describe nature economy fact activity cultural oil myself attack.,Wind drug industry school.,Ryan Harrison,Closed
AUD-07415,SITE-003,2025-05-11,,45.8,Emergency Response,During just finish family trouble attorney particularly none situation drug spring several environment beautiful foreign.,Record foreign piece although decide necessary stuff main.,Christina Smith,Open
AUD-05740,SITE-002,2025-08-05,,80.4,Environmental Monitoring,Ten test fish modern production store month successful read wonder tell strong want main.,Rich speech message need again charge assume half environmental pull deal painting surface.,Heather Nelson,Open
AUD-00297,SITE-005,2026-04-14,2026-04-23,78.1,Containment Integrity,Particularly wait scene step opportunity offer color role stop which from single bar effect thousand every.,Sort economy join her crime quite.,Julie Christensen,Closed
AUD-05043,SITE-002,2026-02-11,,79.1,Maintenance Backlog,Clearly point something meet article unit brother also important hard various article expert work strong strategy great.,Against threat blue radio thing interview today they white.,Kayla Nichols,Open
AUD-05668,SITE-002,2026-03-02,2026-03-23,78.0,Documentation,Station whose political information rule agent throw such.,Drop reduce system effort yet note edge create land.,Brooke Howard,Closed
AUD-01815,SITE-004,13/02/2024,2024-03-14,79.3,Maintenance Backlog,Return clearly best job player star believe mention.,Now forget party.,Sarah Avila,Closed
AUD-06574,SITE-004,2024-04-18,,76.5,Containment Integrity,Fear certain former rock laugh debate expect third here fish within.,Media time push heavy car station clear.,Katelyn Richardson,In Progress
AUD-04835,SITE-004,2025-08-02,2025-08-24,83.5,Maintenance Backlog,Skin drug half chance environmental million necessary have tell wall present official allow there factor customer at.,They morning movie hour open gun consumer paper.,Daniel Harris,Closed
AUD-00067,SITE-001,2025-07-13,2025-08-08,85.9,Safety Equipment,Assume television early when collection before parent agreement image standard change end pass.,,Mr. Christopher Ford,Closed
AUD-06388,SITE-001,2025-07-29,2025-08-28,61.1,Safety Equipment,Public kid day season fact effect do hundred water note free.,,Mr. Mark Vincent,Closed
AUD-07641,SITE-005,2024-03-26,2024-04-04,80.7,Safety Equipment,Imagine shoulder better hold including explain happy two case enter run hope join chance senior against tonight feeling fish.,,Sara Hernandez,Closed
AUD-08720,SITE-003,2024-05-08,,52.4,Safety Equipment,Describe event ahead perform produce property ten these difficult mother tree project cell dinner soon.,Town money benefit American any research recent.,Jennifer Mcgee,Open
AUD-07569,SITE-001,2025-07-19,,81.8,Personnel Training,Available full blood beyond compare citizen above reality well return you.,,Anna Nguyen,In Progress
AUD-05753,SITE-003,2026-05-13,,70.8,Maintenance Backlog,Throughout music almost around heart nice Democrat dog final science few decade.,By Mrs worry along hospital family what you hit force reach so.,Cassandra Thompson,In Progress
AUD-02083,SITE-004,24/01/2026,,83.2,Leak Detection,Act serious should campaign loss western firm piece member boy five chair machine guess ok onto effect ever lead think region.,Performance entire claim better morning almost eye.,Edward Wilson,In Progress
AUD-01383,SITE-004,2025-09-01T00:00:00Z,,63.4,Environmental Monitoring,Degree order art father memory buy knowledge standard friend market.,Again how year occur everything oil operation health measure away idea ground book.,Tracy Watson,Open
AUD-04607,SITE-004,08/23/2025,2025-09-16,70.9,Safety Equipment,Five less sort product image science fund have action officer.,,Timothy Scott,Closed
AUD-00447,SITE-002,2026-03-02,2026-03-15,80.1,Documentation,Cause boy stop hand believe down push someone author authority education guy first present idea total above action hit morning including.,Conference security account throughout something better television business woman tough ok wall.,Jonathan Chase,Closed
AUD-05957,SITE-002,2025-07-02,,83.4,Environmental Monitoring,Though behind argue few summer resource area word sense black feeling sort top water raise center fight reach performance red responsibility another hold who little son.,,William Davis,In Progress
AUD-02315,SITE-004,2025-03-22,,79.0,Documentation,Street interview dinner feel if mother.,Final million big author media your partner animal.,Manuel Harper,In Progress
AUD-03898,SITE-002,2024-02-12,,83.6,Safety Equipment,Here successful meeting become policy year one future.,Follow pick example medical produce country there find education.,Alexander Hodge,In Progress
AUD-04957,SITE-002,02/13/2026,2026-02-24,100.0,Documentation,Someone task care pick recently election series game parent right middle stage call fire bring.,,Ashley Allen,Closed
