record_id,dataset,issue_type,detail
AUD-06857,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 10/26/2025
AUD-06861,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-09-23T00:00:00Z
AUD-06868,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 07-Jun-2025
AUD-06868,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-01T00:00:00Z
AUD-06876,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 23-Feb-2026
AUD-06884,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 06-May-2024
AUD-06885,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 25-Jan-2025
AUD-06894,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 01/07/2026
AUD-06898,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 01/24/2025
AUD-06903,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 02-Jun-2024
AUD-06905,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 25/02/2024
AUD-06905,audits,out_of_range:compliance_score,-2.5
AUD-06907,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 10/05/2025
AUD-06913,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 23-Apr-2024
AUD-06917,audits,future_date:inspection_date,2026-08-31
AUD-06918,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 13/11/2024
AUD-06919,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-27T00:00:00Z
AUD-06921,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 11/14/2025
AUD-06926,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 09-Dec-2025
AUD-06928,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 23/02/2024
AUD-06941,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 15-Mar-2024
AUD-06941,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 08/04/2024
AUD-06951,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 11/06/2026
AUD-06952,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-10T00:00:00Z
AUD-06953,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 01-Apr-2026
AUD-06956,audits,future_date:inspection_date,2026-08-09
AUD-06964,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 28/04/2025
AUD-06967,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 17/04/2026
AUD-06971,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-27T00:00:00Z
AUD-06977,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 20-Mar-2026
AUD-06979,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 22-Aug-2026
AUD-06990,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-25T00:00:00Z
AUD-06993,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 30-Jun-2025
AUD-07002,audits,closed_before_inspection,closed=2024-03-06 < inspection=2024-03-17
AUD-07005,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 18-Jan-2026
AUD-07011,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 05/22/2024
AUD-07015,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-10T00:00:00Z
AUD-07021,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/09/2026
AUD-07021,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-17T00:00:00Z
AUD-07033,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/06/2024
AUD-07038,audits,out_of_range:compliance_score,-3.3
AUD-07039,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 27/06/2026
AUD-07042,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 11/06/2026
AUD-07045,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 13-Apr-2025
AUD-07046,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-07-07T00:00:00Z
AUD-07051,audits,out_of_range:compliance_score,112.1
AUD-07053,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-11-04T00:00:00Z
AUD-07058,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-16T00:00:00Z
AUD-07059,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-03-30T00:00:00Z
AUD-07060,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 19-Apr-2025
AUD-07061,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 12-Jun-2024
AUD-07065,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-11T00:00:00Z
AUD-07067,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-03-13T00:00:00Z
AUD-07068,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 19-Apr-2024
AUD-07070,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 14/08/2024
AUD-07071,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/14/2025
AUD-07071,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 09/05/2025
AUD-07072,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 10-Mar-2026
AUD-07073,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 01-Sep-2025
AUD-07075,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/06/2024
AUD-07080,audits,out_of_range:compliance_score,112.6
AUD-07085,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-09-19T00:00:00Z
AUD-07090,audits,out_of_range:compliance_score,-7.7
AUD-07093,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/05/2025
AUD-07093,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/05/2025
AUD-07095,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-07-20T00:00:00Z
AUD-07103,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 05/11/2025
AUD-07106,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 13-Dec-2024
AUD-07109,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-06-04T00:00:00Z
AUD-07111,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 25-Aug-2024
AUD-07112,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 04-Oct-2024
AUD-07122,audits,out_of_range:compliance_score,-7.0
AUD-07122,audits,future_date:inspection_date,2026-08-18
AUD-07123,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 06/04/2026
AUD-07127,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 01/09/2025
AUD-07128,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 25-May-2024
AUD-07135,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 25/04/2024
AUD-07135,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-09T00:00:00Z
AUD-07136,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/07/2024
AUD-07137,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-19T00:00:00Z
AUD-07139,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-09T00:00:00Z
AUD-07139,audits,out_of_range:compliance_score,-2.7
AUD-07143,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-10T00:00:00Z
AUD-07147,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 29/06/2024
AUD-07147,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 09/07/2024
AUD-07173,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-04T00:00:00Z
AUD-07177,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/12/2026
AUD-07179,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 05/11/2024
AUD-07181,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 12/18/2024
AUD-07186,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/20/2025
AUD-07188,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/08/2025
AUD-07190,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 04/01/2026
AUD-07192,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 11/01/2025
AUD-07193,audits,out_of_range:compliance_score,-3.4
AUD-07193,audits,future_date:inspection_date,2026-09-07
AUD-07196,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 11/16/2025
AUD-07203,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-18T00:00:00Z
AUD-07205,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 12/06/2026
AUD-07205,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-12T00:00:00Z
AUD-07213,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 17/02/2024
AUD-07215,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 28-Mar-2026
AUD-07224,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 16-Aug-2024
AUD-07225,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-03-30T00:00:00Z
AUD-07235,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 29-Jun-2024
AUD-07236,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 11-Mar-2026
AUD-07238,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 24/02/2025
AUD-07248,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 08-Aug-2024
AUD-07251,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 23-Jun-2024
AUD-07256,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/01/2025
AUD-07257,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-26T00:00:00Z
AUD-07258,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 26-Jan-2025
AUD-07262,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 24-Jul-2026
AUD-07270,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-25T00:00:00Z
AUD-07273,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/08/2026
AUD-07274,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/31/2025
AUD-07281,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-09T00:00:00Z
AUD-07284,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 09/06/2025
AUD-07284,audits,future_date:inspection_date,2026-09-17
AUD-07286,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 11/27/2025
AUD-07287,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 03/10/2025
AUD-07290,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 15-Oct-2024
AUD-07292,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 06/11/2026
AUD-07294,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 16/03/2026
AUD-07295,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 03-Aug-2025
AUD-07296,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-06T00:00:00Z
AUD-07297,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-07-22T00:00:00Z
AUD-07299,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 09/11/2025
AUD-07308,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 04/02/2026
AUD-07313,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 09/01/2024
AUD-07314,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-08T00:00:00Z
AUD-07315,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/19/2024
AUD-07323,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/13/2025
AUD-07329,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-06-15T00:00:00Z
AUD-07343,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 24-Aug-2025
AUD-07344,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-13T00:00:00Z
AUD-07351,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 08/03/2026
AUD-07360,audits,out_of_range:compliance_score,104.4
AUD-07363,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 21/01/2026
AUD-07365,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 04/07/2025
AUD-07367,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 29/04/2026
AUD-07368,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 05-Aug-2025
AUD-07370,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 05-Feb-2024
AUD-07377,audits,out_of_range:compliance_score,150.7
AUD-07378,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 26-Oct-2024
AUD-07379,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 05/03/2024
AUD-07384,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/20/2026
AUD-07386,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 14/07/2024
AUD-07389,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 31-Jul-2024
AUD-07397,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 07-Aug-2025
AUD-07399,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 09/29/2025
AUD-07401,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/15/2024
AUD-07401,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 04-Jul-2024
AUD-07406,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/17/2026
AUD-07406,audits,closed_before_inspection,closed=2026-01-25 < inspection=2026-02-24
AUD-07411,audits,out_of_range:compliance_score,112.3
AUD-07413,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-21T00:00:00Z
AUD-07418,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-11T00:00:00Z
AUD-07423,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 08/29/2025
AUD-07426,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-08-04T00:00:00Z
AUD-07430,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 12-Feb-2025
AUD-07431,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 27-Apr-2025
AUD-07432,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 10/03/2025
AUD-07432,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 10/14/2025
AUD-07434,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 20/09/2024
AUD-07436,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 21/08/2025
AUD-07437,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 25/11/2024
AUD-07441,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 08/16/2024
AUD-07448,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 29/04/2026
AUD-07448,audits,closed_before_inspection,closed=2026-02-14 < inspection=2026-03-02
AUD-07453,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 28-Jan-2025
AUD-07454,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 30/06/2025
AUD-07458,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 01/27/2025
AUD-07464,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-09-07T00:00:00Z
AUD-07466,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 05/12/2025
AUD-07467,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 14/06/2026
AUD-07467,audits,future_date:inspection_date,2026-07-28
AUD-07470,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 26-May-2024
AUD-07474,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 06-Nov-2025
AUD-07475,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 19-Oct-2025
AUD-07475,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 17/11/2025
AUD-07484,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 24/10/2025
AUD-07484,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 02/11/2025
AUD-07487,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 10-Jun-2024
AUD-07492,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-07-07T00:00:00Z
AUD-07492,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-08T00:00:00Z
AUD-07495,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 10/04/2024
AUD-07495,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-03T00:00:00Z
AUD-07495,audits,future_date:inspection_date,2026-08-08
AUD-07503,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 10/30/2025
AUD-07507,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/04/2025
AUD-07508,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 15-Mar-2026
AUD-07508,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 13-Apr-2026
AUD-07514,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/22/2024
AUD-07517,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/17/2026
AUD-07520,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/08/2025
AUD-07521,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-09-19T00:00:00Z
AUD-07524,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 03-Oct-2024
AUD-07525,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/13/2024
AUD-07534,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 04-Mar-2025
AUD-07535,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 09-Aug-2025
AUD-07537,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 21-Apr-2025
AUD-07538,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 14/02/2026
AUD-07541,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-05T00:00:00Z
AUD-07546,audits,out_of_range:compliance_score,-3.0
AUD-07552,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-06-09T00:00:00Z
AUD-07553,audits,out_of_range:compliance_score,150.5
AUD-07557,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/23/2024
AUD-07567,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 10/18/2025
AUD-07573,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-20T00:00:00Z
AUD-07576,audits,out_of_range:compliance_score,104.8
AUD-07582,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-09-12T00:00:00Z
AUD-07586,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 29-Feb-2024
AUD-07586,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 12/03/2024
AUD-07587,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 06/05/2024
AUD-07599,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 01/17/2025
AUD-07606,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 30-Aug-2024
AUD-07607,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 11-Apr-2026
AUD-07607,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 09/05/2026
AUD-07607,audits,out_of_range:compliance_score,-3.3
AUD-07608,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 11/21/2025
AUD-07611,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-19T00:00:00Z
AUD-07612,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-04-08T00:00:00Z
AUD-07613,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-24T00:00:00Z
AUD-07614,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/04/2025
AUD-07614,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-30T00:00:00Z
AUD-07621,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-06T00:00:00Z
AUD-07624,audits,out_of_range:compliance_score,104.9
